theta1;theta2;theta3;theta4;theta5;theta6
-33;119;-127;-95;140;-80
-52;-201;182;198;-46;-309
119;-50;309;178;-101;-89
-250;118;-232;276;-352;-319
194;-327;271;194;-290;-39
58;77;-212;-250;4;-12
-272;-144;-262;-323;-83;173
112;330;4;98;-111;-183
325;-241;20;358;295;109
-266;162;96;215;179;-336
2;-89;284;-229;-277;-70
131;181;157;168;-133;123
-278;324;-16;69;72;-75
-299;-172;-169;3;-207;-105
-220;7;136;-34;336;189
-351;290;10;92;159;-343
122;189;-269;133;150;163
240;72;343;292;-317;182
4;-230;-345;341;-314;134
299;168;245;217;-284;155
344;-295;238;-159;-325;32
213;30;-209;-144;69;128
70;-133;274;338;303;-107
-270;-187;-13;301;-160;97
65;-47;239;-276;-24;-125
-218;223;246;178;209;311
216;163;92;-340;-80;-243
-148;122;274;-310;-264;40
287;-353;-4;-32;255;105
-139;-319;-271;318;267;-57
-334;201;-129;94;150;281
-49;334;34;134;7;-317
-129;-115;50;-201;11;285
-202;-38;-9;223;358;-60
-322;283;293;-271;-208;28
6;36;-347;185;-43;-108
277;332;58;9;-133;-127
-308;-47;68;-111;-2;-65
-160;248;-324;168;325;-127
264;-131;-186;-190;-104;-228
46;248;-37;11;159;158
-320;-71;282;37;-72;350
201;325;76;-186;52;156
40;-80;148;201;-127;325
-343;-122;-145;154;-63;298
99;-41;-33;271;-87;149
-248;302;-254;-123;-116;301
-186;194;-272;108;-95;333
-87;63;-54;-339;-168;-108
238;-89;311;25;157;-62
-8;43;23;0;-328;247
220;-323;283;181;300;-330
9;69;-334;-293;340;-133
56;-244;158;-343;-113;-11
349;23;100;-107;348;-267
-163;166;-30;250;351;269
-69;-138;64;217;78;263
322;-127;337;14;168;106
134;-93;151;36;-34;148
160;-225;282;-189;-246;-333
80;-53;280;42;-98;-91
26;-316;75;-281;-228;6
3;-66;96;186;103;175
-97;-74;52;-296;239;-314
65;37;295;-205;-149;261
291;-306;265;304;286;123
-86;-203;-91;60;-184;314
-58;109;-328;-110;-148;-138
-284;258;-341;-266;217;-60
329;20;353;329;54;-128
300;240;-166;295;199;-58
233;-83;23;-328;354;-18
309;131;-32;-294;346;-151
-131;69;295;-99;-161;0
32;357;151;194;150;159
152;256;-149;247;343;117
-64;-237;-34;293;15;256
-126;262;16;299;-160;307
260;-134;-270;122;205;-82
-81;254;-37;237;242;283
181;126;-274;-339;82;167
326;91;-22;-10;264;229
78;49;5;263;124;-152
293;-318;21;6;-9;252
277;311;-252;-338;-219;99
181;-138;-54;92;89;64
-139;-126;320;265;96;41
-94;22;141;170;103;195
-199;-49;-158;234;49;200
-70;134;238;224;247;-109
316;-308;-222;36;-19;-306
-341;-323;-76;341;-102;21
183;-100;-205;-350;124;-228
26;-171;-125;345;-217;218
-31;52;-227;-274;-173;85
-2;352;-257;-105;21;133
11;-295;331;-39;-125;-334
10;220;314;-11;-22;248
-273;-251;119;229;226;269
-64;-277;-342;-259;128;246
75;-238;49;249;-81;82
8;-56;-288;199;-172;-320
-99;-213;133;-273;-3;111
23;328;152;252;-26;239
38;-98;128;192;-27;84
-220;127;-219;48;325;333
203;196;-1;-280;300;256
-220;-87;-217;96;-280;340
320;104;-52;242;-256;-241
299;-13;-73;14;301;120
-288;309;-198;237;306;224
161;-258;162;196;134;322
155;-184;-227;-172;-304;-338
-12;-67;-23;92;-149;-284
24;299;80;276;-128;-199
166;-107;-90;-150;-118;241
311;116;217;-152;346;313
-178;146;-197;146;-92;191
57;-111;107;209;-206;335
-228;136;272;332;-37;115
-232;51;271;-224;15;-63
-79;-28;247;-284;60;-59
-154;254;-128;-326;171;-342
-356;-54;-278;-281;72;-93
-218;32;-68;279;-126;-94
-43;-281;22;-260;107;330
118;213;-55;-255;-12;238
-139;289;26;-312;-235;-312
232;-157;218;-270;-86;-211
-228;169;187;344;132;233
-244;-308;-16;-97;110;203
89;-330;39;234;18;342
23;318;195;352;30;140
-20;-177;-234;280;148;-297
116;295;169;-177;-243;-178
119;-16;-9;-153;119;9
90;-16;-120;284;-100;32
-227;335;258;-208;12;-324
-62;-119;-110;-325;-194;-208
-213;146;-229;-123;-177;14
50;-186;-248;257;-164;27
101;265;341;51;191;151
336;93;34;45;-216;126
-228;103;-45;124;245;210
192;35;-353;223;227;109
-322;-41;-145;-49;357;330
90;-105;315;-261;-164;-167
122;-308;-240;16;-211;119
327;-62;-327;-27;223;335
-268;-66;80;-237;130;-1
-55;351;-42;207;33;259
292;206;275;-290;-198;108
-20;145;-254;-216;-89;-121
-110;81;4;-176;355;24
-135;-69;208;-345;-274;-153
290;5;296;-166;241;88
62;88;-101;-18;-134;-313
-185;76;-49;-47;-292;-318
269;-241;-258;112;-299;198
17;-186;-268;-273;-328;209
-304;-28;255;111;218;350
150;-92;147;220;-297;-311
197;263;-105;133;75;-220
107;-123;-55;223;151;-144
-289;-108;263;274;346;-47
-224;-93;-82;-216;240;-106
-49;-117;-253;-196;88;202
-193;-344;64;-249;-265;74
159;169;277;251;-162;-5
-93;191;220;62;130;-198
-208;134;281;-178;249;-270
100;323;208;79;51;-356
74;-182;-138;147;-4;337
-323;308;-168;320;104;-19
207;-355;-254;134;29;33
-12;-282;48;-110;233;-17
346;-315;-202;50;-148;-108
2;289;-6;-321;-233;-65
108;-8;315;288;115;239
262;-106;-75;-316;55;169
296;-1;-114;-177;259;41
337;309;-64;-306;340;-92
-284;-183;279;140;-187;270
164;163;113;148;-357;242
88;-148;42;-280;-200;26
72;279;-252;357;-198;329
-240;118;-119;10;-28;116
-269;32;-265;-59;93;8
313;81;357;332;93;-184
-49;-59;294;-269;349;-199
161;257;-151;332;-79;81
201;-137;340;226;325;-56
-94;111;275;227;71;1
-60;-7;304;22;207;-293
-288;-165;323;343;160;120
263;-48;-173;-53;255;217
283;-261;198;-140;-216;-57
-325;-156;-296;-331;-139;238
-353;254;-115;-101;-76;123
-261;-78;-131;235;-283;316
-63;201;-47;-224;-303;296
-99;273;18;-57;280;-86
-96;-203;278;-74;-258;228
-29;-174;147;-44;-342;-129
-51;-164;-245;210;34;-137
285;-96;-123;83;-219;-125
-233;-30;217;-47;-301;59
39;-335;-242;303;-85;13
-131;24;131;-122;-212;118
321;-263;-139;176;70;-323
81;-182;-104;-344;61;-297
123;51;303;-164;224;-264
-283;216;-138;-302;343;-192
-229;246;-183;-295;352;-31
45;-107;-322;-351;310;-41
145;319;-349;-173;-17;49
187;-179;-69;-305;-215;281
114;97;-349;-227;-343;212
-143;-10;-5;-317;154;-360
157;-28;147;208;-354;-180
-293;205;-349;241;-311;-223
-305;181;-255;-79;-29;-217
-127;330;-247;156;-191;224
205;175;175;-298;-141;-30
32;-54;-198;-104;-297;-57
-321;359;-224;-167;-282;325
114;272;297;-340;-31;-54
-9;294;290;93;263;121
-107;-199;-237;-358;-8;-14
-161;192;184;-144;-12;-73
-87;6;193;-82;103;-139
-63;-273;157;16;-82;2
-309;69;98;-115;-196;-97
-334;-231;-275;139;162;-360
120;324;118;-343;-324;-56
-256;-121;-160;339;-169;-69
-167;202;152;186;-191;-52
-249;-348;43;-73;-231;206
-137;19;-137;271;-300;-16
-276;152;34;324;127;-161
-25;117;88;-291;174;256
128;150;-291;-82;-321;209
-227;-113;-303;230;-245;202
339;-89;219;-253;275;-3
-248;130;83;77;195;-163
343;-34;-51;-1;-319;-41
-190;-217;9;100;-262;-170
157;1;-244;-99;-273;158
-164;129;127;-172;-12;-13
-67;266;270;-98;61;220
178;-214;-228;-183;269;-48
-147;-48;63;155;-232;281
-105;289;53;-35;-15;171
62;163;-78;278;332;56
-126;-330;-75;166;77;158
-180;-322;187;206;-299;192
202;210;227;66;0;58
-271;210;-168;202;264;222
-114;-204;-284;219;9;-38
61;-135;-213;99;-10;-286
-315;160;-186;146;34;194
165;44;-167;-111;190;44
-278;68;-60;-52;-271;-115
-99;75;125;-205;-252;-272
-175;-335;252;164;-63;-255
34;222;-99;-19;-37;153
222;-201;-145;346;147;-72
-89;-121;168;31;38;-261
133;-153;303;-271;185;-41
280;252;108;341;262;-19
293;-126;99;314;-69;278
84;-295;158;-269;255;-324
-100;269;11;63;145;262
-209;-83;217;-3;-289;-75
287;-251;190;345;-248;292
-105;138;-308;-103;259;-36
-285;12;-57;203;299;128
66;1;261;-95;64;-318
172;-75;-204;-243;69;-261
-353;234;-226;-303;-295;184
306;-282;93;235;-297;-346
288;-12;227;308;-261;-258
269;-137;-237;246;-24;26
351;-280;99;-266;290;302
40;-125;298;-48;204;-193
-182;-316;25;-9;216;128
142;-104;40;22;-83;181
130;66;-309;-252;-129;269
209;125;-72;327;254;-80
130;-24;-252;-187;-203;59
-127;-341;74;33;76;-9
358;-137;-165;-213;260;-268
229;259;-2;269;152;93
95;304;349;122;-254;-336
-206;-119;42;-74;-325;1
-40;-138;259;29;-105;-299
-67;-26;-200;-310;161;-207
-146;55;189;232;-10;-22
0;186;-149;226;146;-357
-247;115;258;-77;138;347
302;11;96;-86;-295;-194
-300;352;-27;192;178;-22
-37;219;72;-53;-135;-137
158;135;38;273;-314;282
90;-317;347;285;-142;31
-110;-97;9;218;-17;354
-91;250;-336;199;-121;-173
108;336;61;264;16;-63
29;-154;130;-67;-263;59
-271;319;-128;159;238;-315
-189;77;237;136;-326;133
287;-319;-290;-74;284;123
234;266;94;52;-30;-42
-299;-339;221;126;-160;-221
-77;95;-197;-332;-296;-127
77;-52;287;18;238;13
-75;-212;160;-97;39;101
183;-35;-346;-219;-173;12
-181;99;139;188;-172;-220
245;-207;159;70;-252;53
-71;-116;36;257;-33;-105
-62;-129;294;324;148;-294
223;-165;135;298;-293;-146
195;14;84;-275;44;329
164;305;-322;162;-301;161
-327;62;-143;-62;331;-217
-4;-296;246;104;-355;330
-199;-195;200;355;34;-287
-320;-197;-137;225;257;-256
-207;-341;-118;127;328;-324
153;-193;-245;176;340;-94
112;131;-269;337;-186;24
239;131;12;-65;-256;-184
143;-59;-251;226;-291;269
11;-242;177;-50;-247;-299
262;200;-168;-155;77;-326
242;338;180;306;-283;295
230;104;360;-206;354;-344
-76;45;46;-22;-41;-215
-219;254;138;-87;-223;-176
-146;285;354;-300;-110;-297
94;-179;-53;7;-160;28
218;-272;181;-14;360;-24
30;-297;339;88;-36;296
293;-269;-175;75;-225;-169
-235;6;91;-62;-293;-108
21;355;-284;94;75;198
-22;-255;-204;268;319;-283
2;-141;199;164;-167;194
246;-70;318;-349;82;-246
-86;-54;131;-82;-177;194
-229;359;-129;-274;200;333
-78;127;-146;-195;246;-79
88;227;330;-3;248;32
73;-41;131;125;302;81
-193;-257;-236;182;-306;-307
-177;-249;-223;106;208;-355
349;-355;225;-282;303;-339
77;160;-304;162;300;143
279;74;344;222;337;-43
144;79;-77;-265;108;42
-147;-325;150;-269;288;-320
-170;-304;311;-355;-269;360
-128;-345;-229;-199;329;-265
-108;303;-75;272;72;17
-294;329;27;224;30;144
351;-296;324;-325;324;-221
-215;-117;-344;-98;-8;-233
239;-343;121;164;-319;77
-354;109;-42;80;-250;-255
343;166;-346;-128;-94;-214
-6;-252;248;22;70;-134
-113;-30;-313;-148;136;-255
345;353;-255;-56;138;74
292;-242;-111;-18;-109;56
44;333;-11;-18;42;144
288;-157;146;88;-154;295
205;315;282;-118;86;-25
-273;314;21;297;-189;-128
102;-79;-322;208;121;84
-302;-168;73;327;-191;-232
-73;-54;73;-294;326;-225
341;-100;344;-259;-178;-228
-64;-8;212;54;-18;27
-332;-28;157;70;340;117
-251;-267;296;303;-261;-325
-175;318;-74;-84;190;-246
251;-119;96;-338;94;201
-43;-282;-300;90;-134;252
-302;187;140;147;-244;-124
182;-277;265;38;268;343
86;-162;-352;328;141;-251
97;-213;314;-197;-252;351
333;260;-49;-15;227;-57
-356;-299;-34;334;-149;-120
159;-257;185;234;125;-208
358;268;221;-2;21;-198
16;-198;-128;-205;-16;-1
240;-111;-329;219;130;234
-265;-321;245;209;353;-340
185;-242;-139;-98;-53;297
190;116;249;-316;-356;-312
-303;283;-145;-276;-253;187
-67;92;-306;150;286;-178
289;-244;287;137;338;-66
305;-124;-322;96;-219;-342
58;7;98;228;210;-59
-159;114;16;-331;128;-164
-97;222;325;-81;343;-289
305;-358;230;269;201;293
-106;266;80;360;-160;-148
265;-121;-210;-27;66;-353
-289;160;-324;-126;-147;304
145;-288;-175;-205;-125;-107
249;-282;-260;-212;-327;53
252;-131;-347;-58;135;-255
-184;-215;-169;95;-144;-86
72;-197;38;-127;156;-235
290;-317;217;-353;-309;-105
-69;-45;-225;-322;310;74
325;31;337;-244;-360;261
-130;-220;360;-209;-164;323
-349;279;111;328;-85;72
-178;72;-214;132;-251;-122
197;-114;-315;165;71;-330
211;214;303;45;-262;-118
54;-204;182;132;15;100
322;-342;-102;-29;-174;-113
288;258;57;-337;-164;183
201;133;250;105;182;134
-346;-190;-124;-107;-342;-80
-223;-56;-137;97;-237;-285
-142;-133;-335;-172;-120;337
-51;165;-222;-190;62;100
-52;102;280;112;-86;-141
-147;279;-252;292;11;-118
-325;245;302;318;-142;-99
-139;-75;-249;-243;254;194
-6;360;-67;169;286;-3
55;170;244;106;-37;-149
-296;158;279;102;18;-225
-176;36;-125;-244;297;243
125;-29;-322;-327;-174;-250
105;-223;201;-198;-30;-173
192;241;-143;-68;312;-215
194;93;-182;-81;-176;286
-74;267;-284;116;-11;-283
116;-311;158;36;349;-318
-24;-329;336;-47;-284;58
-320;282;-162;-20;156;36
-214;-6;118;-276;-201;-44
137;-34;312;197;-353;308
-286;-66;-312;163;321;123
-27;-249;-305;-31;-72;284
29;-175;0;-195;-240;-132
75;-20;199;232;-158;114
-273;185;-345;-28;-181;160
253;-315;121;127;-334;-31
-273;-36;290;-348;297;-138
253;-312;-184;-111;-39;-269
17;248;124;309;-38;-225
-66;-281;-262;-279;214;304
-43;-106;181;-13;48;-226
-68;-93;-289;309;182;-295
-112;-170;-15;-5;303;-242
244;192;28;-257;73;289
-193;74;139;-337;-127;69
41;-173;-184;-122;276;-28
-326;91;314;96;154;-335
-30;-152;335;-59;-327;86
-27;-197;328;76;235;-252
68;185;-272;352;-311;-217
-196;-132;7;-82;326;-121
119;221;-304;-304;-319;-93
92;240;-84;8;-163;-77
212;-288;-249;-322;-42;350
-289;229;93;-7;-27;28
-98;132;313;-7;56;-149
108;284;209;-352;97;-316
-64;313;-335;201;141;-360
-9;-184;72;99;136;-98
105;61;-355;-285;248;-252
-279;14;-60;136;153;334
-67;22;150;280;359;-53
-118;-231;-88;155;87;-144
133;-173;-329;-201;82;-174
-117;-27;-130;-96;-61;333
68;-37;-163;185;-72;-99
-61;30;169;345;173;344
-258;-205;194;316;239;-191
36;87;333;329;-214;-150
53;3;-331;-201;-151;-332
101;-104;43;-208;333;47
101;-355;-2;-131;124;-271
-351;23;-50;131;347;-117
-84;178;158;349;-46;39
290;-277;-305;247;-128;-24
153;-34;-135;-345;-356;-312
-327;1;-185;-99;260;306
320;-352;310;-161;-293;228
99;51;-360;-145;274;-44
-195;167;-242;47;112;-331
-241;-254;154;261;-15;-9
12;-105;-219;-130;205;-316
73;184;195;-189;141;-124
308;5;-183;-287;200;286
15;-41;143;330;86;-331
201;70;-22;-190;-16;182
-111;292;111;19;60;68
101;-267;-157;253;-225;-132
199;22;-102;292;-315;196
-182;260;-118;302;-93;303
-94;-209;73;-198;-135;-187
-255;-90;92;196;-14;-323
275;-91;-51;-212;151;25
200;-256;-169;12;-78;-266
-282;-275;322;-125;-333;-73
349;-183;-357;123;-168;47
187;-239;320;-47;-323;-70
262;-324;-325;-138;-42;-59
-32;-223;-331;93;214;43
148;-196;-307;-73;-133;-179
-266;37;-132;-141;114;-66
-7;-287;-292;-186;149;222
164;-330;-284;360;239;258
-190;355;-82;111;260;-63
46;8;-171;235;-37;-80
208;-102;-313;-186;43;-289
46;-264;179;83;175;-241
-227;313;-168;267;87;-309
247;167;55;-352;218;330
200;-119;172;355;-220;-226
-36;-339;-128;-125;52;-67
120;-51;320;-10;176;-244
-144;166;179;334;-316;239
79;-90;237;-156;-294;63
181;-181;-77;49;341;308
214;-214;34;-197;132;261
3;-15;-284;241;128;-306
-209;166;-237;-144;273;206
-6;-308;-18;81;-5;235
-325;-142;-355;236;303;322
-133;206;103;108;-263;290
231;-189;-255;215;292;125
-109;267;51;-205;-182;-332
-96;114;168;-302;-240;259
288;283;-165;82;228;181
-204;-14;312;78;-104;339
-143;-197;-23;144;-296;-338
14;275;-284;188;249;-296
-129;-240;251;-11;144;4
-149;93;98;194;101;141
-243;334;117;-191;-207;346
167;-20;110;-199;331;-175
356;247;61;199;-159;-182
-306;95;112;-157;-75;77
-297;-92;-104;-71;-23;-259
-100;-273;-53;-240;-129;-176
-174;18;169;-286;177;67
-176;-309;85;-308;-267;217
-12;-321;120;-322;215;88
-57;-257;86;239;-281;181
-206;138;106;-216;29;-26
82;-224;201;-135;-306;80
-174;153;316;162;30;288
174;-10;56;286;-328;-268
-282;-18;250;166;89;360
264;-316;-233;182;-356;179
151;-137;341;70;-37;221
-51;-203;-104;69;95;-196
-347;123;50;-301;329;232
-320;331;137;-191;9;325
339;196;-325;15;55;172
237;110;-74;-89;-320;-71
-211;220;-232;-86;-170;-346
60;-193;116;-334;-244;23
79;31;-310;-290;211;-148
-220;-227;-228;205;17;194
-55;219;315;-9;-98;-58
-80;118;338;181;67;345
39;184;-166;253;79;-1
-44;-224;269;-293;188;-357
-305;-268;316;194;34;215
47;290;248;241;-217;106
-308;285;142;-215;94;-347
222;-348;250;-245;153;-92
50;328;90;-315;-212;-309
-347;28;289;234;-46;-291
-67;-83;104;46;-220;85
-128;269;185;182;29;28
-304;-112;140;-162;-257;84
34;-290;136;-136;299;202
27;-70;220;-239;175;-155
-185;-171;-96;288;252;8
-284;70;44;-354;13;-169
-23;-202;286;-217;116;-203
115;-162;-50;350;-290;195
339;-276;139;93;-122;99
93;-191;124;-161;309;151
-18;-64;191;-142;321;-6
130;-127;-83;18;-250;13
-45;178;332;-42;338;0
-207;7;-326;175;-356;46
-181;-43;226;244;339;34
-166;-351;1;-183;-47;-352
78;-163;295;258;-52;-203
28;133;161;-93;122;-220
-170;83;120;31;-78;299
-163;-299;-244;-337;189;114
-316;-276;209;-55;-95;195
217;-70;-83;-189;-122;8
313;-108;329;-98;3;-192
184;211;-304;309;213;59
-310;106;-233;-234;-43;-211
231;198;-28;302;189;34
-207;41;-276;326;189;-52
11;-163;-358;231;217;161
-337;105;47;-357;355;313
181;153;11;-335;186;-191
-12;-174;-351;110;-74;-56
-213;212;151;-306;267;-60
-336;-80;293;14;77;151
-78;-149;353;285;-276;283
97;323;-49;-49;281;277
-3;-134;-115;-4;-253;-334
281;-298;-226;121;-137;259
163;-321;171;140;292;303
-132;-24;-261;-293;28;-262
-117;-107;1;126;-347;173
160;-182;322;-277;-263;-252
312;-246;-275;-97;239;328
241;-300;80;-215;64;306
-69;316;173;-313;-257;264
-128;190;274;4;-21;133
-148;112;293;218;157;140
72;104;-88;83;-307;-210
-135;273;-214;-176;239;-43
324;65;32;124;-115;349
-67;329;212;323;0;-281
44;101;111;215;230;-233
50;-284;223;-131;181;310
347;-320;248;130;4;-148
-145;308;341;346;108;-249
-221;316;-180;-201;226;-42
190;-252;-294;-233;-209;22
-176;344;-331;206;156;173
-60;12;-49;-231;42;-150
-175;73;137;-16;-277;101
-21;360;-112;-195;-309;-339
-243;-200;-91;281;-247;53
84;-72;-257;263;167;154
-178;324;134;-209;-221;109
-268;-283;292;-170;-305;-142
120;94;-303;-96;304;228
-174;-76;129;-357;-42;-292
16;-77;352;114;56;190
215;295;-138;-240;256;-160
-220;-61;-288;-353;-330;53
-173;12;79;-233;-311;324
130;166;49;-4;-82;-307
-97;191;-228;14;227;-16
-106;210;-287;246;89;-106
-297;354;-300;218;-247;332
218;-273;271;265;-32;-329
-252;353;-6;310;-321;-138
272;-334;332;7;298;53
160;291;206;62;210;179
-134;2;174;25;143;128
192;97;28;81;217;83
-318;-114;21;-119;54;-192
-249;188;-255;-34;-149;-354
316;-292;-28;144;-72;280
81;343;46;-232;-78;-182
-263;236;-268;-286;-198;34
271;-121;-93;206;0;-295
-118;-315;-108;148;106;-257
-344;-224;1;-211;242;125
-348;-13;-275;-239;-244;-106
-36;247;297;189;-344;308
52;285;277;193;-232;-29
88;-21;-5;135;-336;-295
-359;233;82;-50;315;-342
-229;-52;-200;136;-138;-36
-257;225;318;-351;-41;39
-128;268;-255;320;64;111
-241;109;338;250;23;22
-22;182;307;288;-107;254
178;-197;248;-196;183;-70
-114;-254;-178;224;-164;-240
347;129;-316;-18;-310;-82
90;288;202;58;134;355
-251;-127;-275;-293;57;-21
284;-248;-305;-123;-210;-208
-332;348;-205;-73;-316;-38
173;-256;8;224;-173;-234
-144;-288;-110;30;-296;101
10;-353;157;140;55;222
-333;-129;-61;260;103;-76
-87;125;-306;87;74;131
343;32;-125;103;145;-84
289;-298;-333;-173;-127;170
286;175;18;332;-182;47
71;131;73;-142;-127;-247
70;56;228;-204;-236;118
-136;158;-261;-1;-100;-246
-112;-327;-131;-191;-84;-161
-17;321;-118;-69;-84;-116
60;-1;25;-225;306;189
276;-26;61;-22;172;-157
-264;274;-189;236;-49;-63
279;-137;182;235;7;-131
225;266;-154;-292;-40;161
-81;210;102;-341;-300;50
307;-256;85;-97;228;49
351;110;-217;-299;-269;351
334;269;193;50;-321;217
-18;-43;306;-175;-250;-341
-191;220;-320;277;-91;-217
-140;-287;-205;-122;101;79
-133;-305;4;35;173;314
-356;-244;301;-300;-105;-162
-220;-103;-154;-296;-271;-21
17;-113;60;-114;239;261
-172;-334;-95;-21;-121;143
-144;-180;181;-54;168;-25
-288;55;-35;126;-154;164
273;-336;177;138;271;-187
235;216;218;-292;96;277
-148;-174;42;238;173;-228
253;139;-310;315;38;23
-126;168;-143;-208;-252;-289
-230;244;-117;181;291;11
-51;-196;-89;357;-153;-266
8;168;-132;-315;265;115
-256;108;-221;289;346;29
-171;-36;-357;-82;38;282
-172;158;-322;198;164;-78
53;-87;-95;163;256;118
105;62;-125;-192;58;195
-211;176;-22;350;-83;350
14;159;-174;335;308;-245
-307;-213;31;-23;-155;293
-111;29;-307;-41;138;-313
50;-36;-348;193;39;-347
-115;85;-257;-350;58;87
72;-119;228;-79;275;-357
229;-111;-139;-147;-181;233
-179;-69;110;289;346;29
-331;306;-129;-324;-187;-308
74;-8;277;-210;126;333
247;67;73;-6;120;-83
-175;12;-15;334;-298;-213
-226;235;-141;41;282;272
-64;-313;250;-190;-320;246
-291;-228;-314;45;272;-140
110;-199;-335;104;28;358
-58;325;355;-217;267;143
-198;72;-347;154;17;167
23;264;-139;-356;-224;296
285;245;-175;-210;-109;-49
70;-88;335;-126;56;-252
100;80;-115;-342;166;-97
-48;-271;299;-128;-347;307
109;-48;178;-316;-204;184
-197;252;-231;-151;355;-72
316;352;-151;289;240;119
112;-183;-280;327;216;-174
0;-323;-62;-160;-163;306
-172;181;94;-119;-230;-51
343;125;175;-255;-96;-349
-185;250;291;-124;-296;80
-208;-27;224;-344;353;-51
-28;120;-136;-74;210;146
177;54;87;-217;289;-290
-148;287;200;-234;306;246
-221;-25;-149;130;-193;132
164;-294;54;-200;-297;-223
357;-358;-132;144;-176;-134
-149;56;-53;21;302;-333
-51;-281;-197;-242;-27;-111
191;215;98;-176;-359;252
126;-346;-119;192;12;-346
-130;-30;39;6;121;44
153;339;300;-84;-152;-162
201;-81;254;254;-192;-152
-249;348;239;72;-64;-235
-308;338;-155;234;260;24
110;333;-102;227;129;-186
-353;-276;21;-39;-190;208
40;354;-9;-77;213;347
-155;-38;274;213;-355;-334
32;19;-192;-90;116;-271
-7;-297;-358;-201;102;50
44;-338;91;104;33;250
215;272;152;-240;298;195
-119;282;247;-215;192;27
-80;-282;-227;-327;-32;314
23;-342;91;110;69;5
-311;-256;273;-4;74;4
-127;101;-336;-317;284;-82
-266;212;223;-188;-19;-269
-352;-66;-207;207;-355;249
232;147;191;192;231;75
-300;10;22;29;-90;212
-110;12;-139;360;32;2
-312;-45;-236;-328;-226;-75
-248;124;-230;268;193;-23
-57;298;-141;-22;248;-229
-87;-311;269;-293;15;16
27;-1;38;-222;-63;-211
-231;119;75;-336;349;-186
-170;208;-335;-297;209;-315
-167;-170;-213;-127;-343;-207
336;-278;-188;-200;109;319
273;-270;-310;-332;-107;180
328;-71;144;10;7;-293
73;-353;284;-320;-225;-191
-314;-250;-84;-231;-334;-241
-304;229;-229;251;-191;-178
246;-184;-210;198;-144;203
285;-226;242;266;169;-61
-21;102;184;294;-162;-97
198;99;-326;-150;35;291
149;350;-77;45;-152;-188
155;12;-342;293;-202;-167
220;-315;-220;-50;-342;102
-342;51;-125;348;136;-198
-129;-102;237;-144;70;13
27;-99;6;12;137;352
169;150;91;-40;-52;-9
-38;86;262;118;118;93
-299;-4;-72;-169;292;217
-266;-231;-358;322;-264;56
75;207;262;27;72;-264
-256;-21;163;175;-110;-319
-60;-19;-320;92;-88;-122
90;-121;288;209;-343;251
56;-293;162;-31;-3;-232
230;213;-127;-146;185;99
-73;306;348;127;-19;-281
340;-25;121;-331;97;152
-4;182;-104;48;1;199
112;186;210;-349;164;92
239;-242;348;222;94;161
-186;140;77;-351;344;298
-14;79;-143;189;-121;-185
-85;-318;66;-165;-258;108
302;306;-125;311;-57;64
-202;348;346;-186;189;-331
55;145;22;-7;-188;-86
-206;53;344;-261;-282;72
-24;294;136;-349;-228;215
282;-155;215;271;-224;-72
143;109;-264;155;289;106
-254;-129;-12;208;331;-16
5;59;185;204;-199;-247
